# T5 -- EPOCH CONTENT FATE LEDGER (coordinate last half). DERIVED, ONE COLUMN OUT-OF-SCOPE (R3.3).
# BUILDER: spec356c-targets.sh -- SPEC-356c R3.4's ONE target builder, committed before the data.
# SUBJECT: spec356c-long-r1.prune.csv    PRIOR-DURATION ARM: spec356-long.prune.csv
# STATUS:  replicate target table (R3.3). It is an OBSERVATION accompanying the frozen
#   classification and is read by no limb, step or slot.
# NOT A PREDICATE: this builder computes no predicate term, reads no threshold, decides nothing
#   and emits no verdict; it alters no Step, threshold, ordering or conditional. A column it
#   cannot compute is emitted EMPTY and never a substitute.
# NO FIT: no OLS fit, no slope, no standard error, no r2, no alpha, no t-statistic and no
#   significance claim is computed on any series in this file.
# (C1) SAMPLED, NOT EVENT-DRIVEN: the ledger scrapes every 10 s while LWM advances ~31 s apart,
#   so every 'at the moment LWM passes' reading here is THE FIRST SCRAPE AT OR AFTER the
#   advance -- a BUCKET, not an instant, carrying up to one cadence of lag.
# (C2) THE ADJ-7 BOUNDARY IS NOT CROSSED: eligible_refs (L) and ineligible_refs (P) are
#   PRE-drain; indexed_refs is POST-drain. No ratio is taken across that boundary anywhere in
#   this file, and the prohibited ratios P/indexed_refs and L/indexed_refs appear NOWHERE.
# (C3) MULTI-EVENT BUCKETS ARE REPORTED, NEVER SMOOTHED: a 10 s bucket carrying more than one
#   event does not separate into its events; the per-bucket event count is published
#   explicitly and is NEVER averaged into a per-event figure.
# UNITS DIFFER ON PURPOSE AND ARE NOT RECONCILED: indexed_refs is a REF COUNT, tombstone_bytes
#   is BYTES. No bytes-per-ref constant is assumed, fitted or implied anywhere in this file.
# The first non-'#' line below is the column header; every line after it is a data row.
# WINDOW: the COORDINATE LAST HALF -- the SAME window the R8.1 walk reads, so this ledger and the walk
#   describe the same rows. One row per epoch observed there as a topgun_or_prune_current_epoch value.
# WHAT THIS LEDGER ANSWERS: which content arrived, when the watermark passed it, whether anything ever
#   drained it, and what the prune attributed. WHAT IT DOES NOT ANSWER: whether that content was ever
#   in the drainable index -- that is T1(a), OUT-OF-SCOPE, owner TODO-634.
# THE COLUMN NAME CARRIES ITS OWN MARKER: indexed_refs_at_lwm_pass__AGGREGATE_NOT_PER_EPOCH is the
#   AGGREGATE index gauge at the first scrape at or after the LWM passed this epoch. It is OUT-OF-SCOPE
#   IN ITS PER-EPOCH FORM and is NOT presented as a per-epoch residency reading. No committed column,
#   and no derivation from committed columns, can attribute a ref to an epoch; producing that is a
#   per-epoch labelled emission on the prune path, a .rs change R0.4 forbids categorically.
# added_bytes IS SAMPLED. It is the delta of topgun_ormap_tombstone_bytes_total across the epoch's
#   currency window, measured from the row immediately PRECEDING the epoch's first scrape. At width
#   1000 an epoch is current for ~31 s ~ 3 scrapes, so boundary attribution carries up to ONE SCRAPE AT
#   EACH END => ~1/3 relative uncertainty. scrapes_in_epoch is published BESIDE it so the reader SEES
#   that uncertainty rather than having to infer it. When no preceding row exists the cell is EMPTY.
# was_drained_ever FOLLOWS A STATED INFERENCE RULE, AND THE ASSUMPTION IS VISIBLE HERE.
#   Drains are read over the FULL LEDGER (the question is "ever", not "in this window"). For a drain
#   bucket whose drain_epochs delta is k: when k == 1 the drained epoch is EXACTLY the bucket's
#   last_drained_epoch and the set is EXACT; when k > 1 THE DRAINED SET IS INFERRED AS THE k EPOCHS
#   ENDING AT last_drained_epoch, WHICH ASSUMES CONTIGUITY. Nothing in the committed surface proves
#   contiguity. Whether the assumption was exercised at all is readable from the d_drain_epochs_sum
#   column of the t2-drains table (SPEC-356b measured 1.000 epoch per drain, i.e. never exercised).
# bytes_freed_attributed IS NOT SPLIT WHEN k > 1: the drain's whole epoch_bytes_freed_sum delta is
#   published against EACH epoch of the inferred k-epoch set, because NO COMMITTED COLUMN LICENSES A
#   SPLIT. It is EMPTY for an epoch nothing ever drained.
# lwm_passed_at_t IS SAMPLED (C1): it is the bucket at which low_water_mark FIRST EXCEEDS this epoch,
#   i.e. the first scrape at or after the advance. EMPTY when the LWM never passed the epoch inside
#   this ledger -- an EMPTY here is "not observed", never "did not happen".
# T1(b) AND T5 ARE ONE OBSERVATION REACHED BY TWO ROUTES wherever current_epoch == low_water_mark: the
#   t1-lwmpass rows are a PROJECTION of these epoch rows, and agreement between the two tables is a
#   RESTATEMENT, NOT CORROBORATION. Whether that identity survives is published, not assumed, on the
#   EQUALITY_RATE line below -- if it breaks, the two tables become independent and the reader must be
#   told which regime is being read. THE EQUALITY RATE FOR THIS REPLICATE IS CARRIED HERE, IN THIS
#   HEADER COMMENT, AND NOWHERE ELSE.
# EQUALITY_RATE current_epoch == low_water_mark: full_ledger=2779/2881=0.964596 coordinate_last_half=1390/1440=0.965278
epoch,t_first_seen,t_last_seen,scrapes_in_epoch,added_bytes,indexed_refs_at_lwm_pass__AGGREGATE_NOT_PER_EPOCH,was_drained_ever,bytes_freed_attributed,lwm_passed_at_t
572,17940,17960,3,21712,1304,false,,17971
573,17971,17990,3,21275,1238,false,,18000
574,18000,18020,3,20516,1079,false,,18030
575,18030,18050,3,20884,1386,false,,18070
576,18060,18090,4,30130,1338,false,,18100
577,18100,18120,3,21091,1268,false,,18130
578,18130,18150,3,22448,1238,false,,18160
579,18160,18180,3,21505,1166,false,,18190
580,18190,18210,3,25116,1117,false,,18220
581,18220,18240,3,19297,1026,false,,18250
582,18250,18280,4,28911,1357,false,,18290
583,18290,18310,3,18630,1164,false,,18320
584,18320,18340,3,21988,1122,false,,18350
585,18350,18370,3,26174,1426,false,,18390
586,18380,18410,4,25668,1382,false,,18420
587,18420,18441,3,22126,1307,false,,18450
588,18450,18470,3,21965,1255,false,,18480
589,18480,18500,3,21252,1219,false,,18511
590,18511,18530,3,21252,1144,false,,18540
591,18540,18560,3,26059,1092,false,,18570
592,18570,18590,3,21114,1271,false,,18610
593,18600,18630,4,23598,1228,false,,18640
594,18640,18660,3,23092,1161,false,,18670
595,18670,18690,3,20562,1125,false,,18700
596,18700,18720,3,21896,1069,false,,18730
597,18730,18760,4,29900,1359,false,,18770
598,18770,18790,3,21781,1316,false,,18800
599,18800,18820,3,21321,1242,false,,18830
600,18830,18850,3,23713,1193,false,,18860
601,18860,18880,3,20125,1152,false,,18890
602,18890,18920,4,27807,1364,false,,18930
603,18930,18950,3,22103,1321,false,,18960
604,18960,18980,3,21137,1236,false,,18990
605,18990,19010,3,22402,1178,false,,19020
606,19020,19040,3,20930,1085,false,,19050
607,19050,19070,3,20976,1036,false,,19080
608,19080,19110,4,30015,1350,false,,19120
609,19120,19140,3,22264,1296,false,,19150
610,19150,19170,3,21643,1206,false,,19180
611,19180,19200,3,23322,1139,false,,19210
612,19210,19230,3,18814,1086,false,,19240
613,19240,19270,4,29739,1378,false,,19280
614,19280,19300,3,22379,1348,false,,19310
615,19310,19330,3,21160,1269,false,,19340
616,19340,19360,3,21942,1224,false,,19370
617,19370,19390,3,23414,1141,false,,19400
618,19400,19420,3,19642,1099,false,,19430
619,19430,19451,3,22057,1394,false,,19470
620,19460,19490,4,29647,1335,false,,19500
621,19500,19520,3,18262,1133,false,,19530
622,19530,19550,3,25944,1089,false,,19560
623,19560,19590,4,25300,1355,false,,19600
624,19600,19620,3,21436,1291,false,,19630
625,19630,19650,3,21459,1212,false,,19660
626,19660,19680,3,21735,1168,false,,19690
627,19690,19711,3,21666,1458,false,,19730
628,19720,19740,3,25185,1399,false,,19760
629,19750,19780,4,25323,1307,false,,19790
630,19790,19810,3,19504,1154,false,,19820
631,19820,19840,3,21804,1064,false,,19850
632,19850,19870,3,25093,1395,false,,19890
633,19880,19910,4,26059,1286,false,,19920
634,19920,19940,3,21183,1236,false,,19950
635,19950,19970,3,21551,1183,false,,19980
636,19980,20000,3,22149,1080,false,,20010
637,20010,20030,3,19964,1026,false,,20040
638,20040,20070,4,29877,1314,false,,20080
639,20080,20100,3,21459,1122,false,,20110
640,20110,20130,3,22011,1027,false,,20140
641,20140,20170,4,26220,1350,false,,20180
642,20180,20200,3,20907,1261,false,,20210
643,20210,20230,3,22494,1228,false,,20240
644,20240,20260,3,21597,1132,false,,20270
645,20270,20290,3,20976,1082,false,,20300
646,20300,20330,4,29302,1360,false,,20340
647,20340,20360,3,22057,1299,false,,20370
648,20370,20390,3,21436,1201,false,,20400
649,20400,20420,3,17848,1392,false,,20440
650,20430,20460,4,30291,1302,false,,20470
651,20470,20490,3,20723,1240,false,,20500
652,20500,20520,3,21597,1182,false,,20530
653,20530,20550,3,24357,1099,false,,20560
654,20560,20580,3,20884,1058,false,,20590
655,20590,20620,4,27232,1327,false,,20630
656,20630,20650,3,21896,1270,false,,20660
657,20660,20680,3,20309,1155,false,,20690
658,20690,20720,4,27186,1346,false,,20730
659,20730,20750,3,20447,1238,false,,20760
660,20760,20780,3,24196,1158,false,,20790
661,20790,20810,3,19596,1041,false,,20820
662,20820,20850,4,27945,1355,false,,20860
663,20860,20880,3,21068,1252,false,,20890
664,20890,20910,3,21229,1191,false,,20920
665,20920,20940,3,21459,1093,false,,20950
666,20950,20970,3,24725,1387,false,,20990
667,20980,21010,4,24679,1265,false,,21020
668,21020,21040,3,23069,1187,false,,21050
669,21050,21070,3,19205,1074,false,,21080
670,21080,21100,3,20562,1382,false,,21120
671,21110,21140,4,30429,1284,false,,21150
672,21150,21170,3,20125,1206,false,,21180
673,21180,21200,3,21022,1113,false,,21211
674,21211,21230,3,24449,1370,false,,21250
675,21240,21270,4,25645,1297,false,,21280
676,21280,21300,3,20424,1074,false,,21310
677,21310,21330,3,19366,1356,false,,21350
678,21340,21370,4,29141,1291,false,,21380
679,21380,21400,3,21344,1220,false,,21410
680,21410,21430,3,20677,1131,false,,21440
681,21440,21460,3,23966,1057,false,,21470
682,21470,21500,4,26703,1321,false,,21510
683,21510,21530,3,21321,1248,false,,21540
684,21540,21560,3,20309,1127,false,,21570
685,21570,21590,3,21574,1070,false,,21600
686,21600,21630,4,26795,1242,false,,21640
687,21640,21660,3,21620,1180,false,,21670
688,21670,21690,3,23805,1093,false,,21700
689,21700,21720,3,18791,1384,false,,21740
690,21730,21760,4,28819,1290,false,,21770
691,21770,21790,3,21482,1224,false,,21800
692,21800,21820,3,20953,1130,false,,21830
693,21830,21850,3,24817,1414,false,,21870
694,21860,21890,4,25369,1291,false,,21900
695,21900,21920,3,18768,1121,false,,21930
696,21930,21950,3,21183,1367,false,,21970
697,21960,21990,4,28658,1288,false,,22000
698,22000,22020,3,21114,1174,false,,22030
699,22030,22050,3,20723,1097,false,,22060
700,22060,22080,3,23483,1360,false,,22100
701,22090,22120,4,26956,1292,false,,22130
702,22130,22150,3,21183,1182,false,,22160
703,22160,22180,3,20631,1109,false,,22190
704,22190,22210,3,21390,1366,false,,22230
705,22220,22250,4,28543,1283,false,,22260
706,22260,22280,3,21022,1202,false,,22290
707,22290,22310,3,22218,1087,false,,22320
708,22320,22340,3,19665,1390,false,,22360
709,22350,22380,4,28796,1275,false,,22390
710,22390,22410,3,21321,1211,false,,22420
711,22420,22440,3,20953,1103,false,,22450
712,22450,22470,3,23966,1381,false,,22490
713,22480,22510,4,23667,1170,false,,22520
714,22520,22540,3,21229,1102,false,,22550
715,22550,22580,4,28980,1355,false,,22590
716,22590,22610,3,20861,1267,false,,22620
717,22620,22640,3,20309,1159,false,,22650
718,22650,22670,3,23529,1070,false,,22680
719,22680,22710,4,26358,1327,false,,22720
720,22720,22740,3,21344,1252,false,,22750
721,22750,22770,3,20263,1138,false,,22780
722,22780,22810,4,27393,1322,false,,22820
723,22820,22840,3,20332,1202,false,,22850
724,22850,22870,3,22816,1116,false,,22880
725,22880,22900,3,19159,1351,false,,22920
726,22910,22940,4,28612,1273,false,,22950
727,22950,22970,3,20999,1152,false,,22980
728,22980,23000,3,20309,1082,false,,23010
729,23010,23040,4,29716,1331,false,,23050
730,23050,23070,3,20608,1264,false,,23080
731,23080,23100,3,22563,1126,false,,23110
732,23110,23140,4,25668,1339,false,,23150
733,23150,23170,3,20700,1213,false,,23180
734,23180,23200,3,19987,1131,false,,23210
735,23210,23230,3,21022,1355,false,,23250
736,23240,23270,4,28589,1291,false,,23280
737,23280,23300,3,21413,1177,false,,23310
738,23310,23330,3,20608,1105,false,,23340
739,23340,23370,4,28658,1362,false,,23380
740,23380,23400,3,21298,1168,false,,23410
741,23410,23430,3,18492,1063,false,,23440
742,23440,23460,3,24886,1374,false,,23480
743,23470,23500,4,26243,1269,false,,23510
744,23510,23530,3,20102,1190,false,,23540
745,23540,23560,3,21942,1108,false,,23570
746,23570,23600,4,27922,1337,false,,23610
747,23610,23630,3,20815,1241,false,,23640
748,23640,23660,3,19895,1107,false,,23670
749,23670,23690,3,20884,1284,false,,23710
750,23700,23730,4,26082,1154,false,,23740
751,23740,23760,3,22471,1080,false,,23770
752,23770,23800,4,27232,1322,false,,23810
753,23810,23830,3,20999,1237,false,,23840
754,23840,23860,3,20010,1108,false,,23870
755,23870,23890,3,23276,1375,false,,23911
756,23900,23930,4,26059,1236,false,,23940
757,23940,23960,3,20999,1161,false,,23970
758,23970,23990,3,20677,1031,false,,24000
759,24000,24030,4,26059,1199,false,,24040
760,24040,24060,3,20516,1082,false,,24070
761,24070,24100,4,29325,1366,false,,24110
762,24110,24130,3,20516,1261,false,,24140
763,24140,24160,3,21413,1177,false,,24170
764,24170,24190,3,20056,1397,false,,24210
765,24200,24230,4,28773,1315,false,,24240
766,24240,24260,3,20815,1201,false,,24270
767,24270,24290,3,20838,1106,false,,24300
768,24300,24330,4,25668,1228,false,,24340
769,24340,24360,3,22218,1116,false,,24370
770,24370,24400,4,26220,1334,false,,24410
771,24410,24430,3,20539,1226,false,,24440
772,24440,24460,3,19711,1095,false,,24470
773,24470,24500,4,28658,1323,false,,24510
774,24510,24530,3,19550,1175,false,,24540
775,24540,24560,3,21229,1070,false,,24570
776,24570,24600,4,26749,1164,false,,24610
777,24610,24630,3,18584,1058,false,,24640
778,24640,24670,4,28083,1273,false,,24680
779,24680,24700,3,20125,1179,false,,24711
780,24711,24730,3,20102,1036,false,,24740
781,24740,24770,4,28750,1247,false,,24780
782,24780,24800,3,19274,1131,false,,24810
783,24810,24830,3,21804,1361,false,,24850
784,24840,24870,4,26726,1225,false,,24880
785,24880,24910,4,25231,1337,false,,24920
786,24920,24940,3,20447,1215,false,,24950
787,24950,24970,3,20378,1083,false,,24980
788,24980,25010,4,27830,1322,false,,25020
789,25020,25040,3,19757,1167,false,,25050
790,25050,25070,3,21206,1397,false,,25090
791,25080,25110,4,26450,1245,false,,25120
792,25120,25140,3,20493,1137,false,,25150
793,25150,25180,4,27140,1322,false,,25190
794,25190,25210,3,20033,1188,false,,25220
795,25220,25240,3,19435,1359,false,,25260
796,25250,25280,4,27393,1202,false,,25290
797,25290,25310,3,20930,1364,false,,25330
798,25320,25350,4,24633,1203,false,,25360
799,25360,25380,3,19987,1369,false,,25400
800,25390,25420,4,26220,1174,false,,25430
801,25430,25450,3,18515,1324,false,,25470
802,25460,25490,4,26289,1116,false,,25500
803,25500,25530,4,23575,1161,false,,25540
804,25540,25570,4,25254,1249,false,,25580
805,25580,25600,3,18768,1076,false,,25610
806,25610,25640,4,25461,1187,false,,25650
807,25650,25670,3,20148,1284,false,,25690
808,25681,25710,4,23598,1078,false,,25720
809,25720,25750,4,25208,1177,false,,25760
810,25760,25790,4,25116,1276,false,,25800
811,25800,25830,4,23138,1278,false,,25840
812,25840,25860,3,18055,1051,false,,25870
813,25870,25900,4,24587,1111,false,,25910
814,25910,25940,4,24173,1156,false,,25950
815,25950,25980,4,24932,1240,false,,25990
816,25990,26020,4,23920,1293,false,,26030
817,26030,26050,3,17089,1291,false,,26070
818,26060,26090,4,22931,1210,false,,26110
819,26100,26140,5,27600,1210,false,,26150
820,26150,26180,4,23782,1216,false,,26190
821,26190,26220,4,20953,1139,false,,26230
822,26230,26260,4,21344,1071,false,,26270
823,26270,26300,4,22172,1056,false,,26310
824,26310,26350,5,24748,1086,false,,26360
825,26360,26400,5,23943,1037,false,,26410
826,26410,26450,5,22770,1116,false,,26460
827,26460,26500,5,24196,1145,false,,26510
828,26510,26540,4,19389,1227,false,,26560
829,26550,26590,5,25346,1085,false,,26600
830,26600,26640,5,23460,1117,false,,26650
831,26650,26690,5,24587,1205,false,,26700
832,26700,26740,5,23874,1187,false,,26750
833,26750,26780,4,18607,1037,false,,26790
834,26790,26830,5,25093,1149,false,,26840
835,26840,26870,4,19665,1251,false,,26890
836,26880,26920,5,24449,1074,false,,26930
837,26930,26970,5,26726,1222,false,,26980
838,26980,27020,5,23253,1226,false,,27030
839,27030,27060,4,19389,1076,false,,27070
840,27070,27110,5,26151,1221,false,,27120
841,27120,27150,4,20102,1075,false,,27160
842,27160,27200,5,24932,1165,false,,27210
843,27210,27240,4,19274,1246,false,,27260
844,27250,27290,5,24288,1054,false,,27300
845,27300,27340,5,23598,1066,false,,27350
846,27350,27390,5,24840,1170,false,,27400
847,27400,27440,5,24748,1233,false,,27450
848,27450,27480,4,19205,1064,false,,27490
849,27490,27530,5,24357,1101,false,,27540
850,27540,27580,5,23529,1156,false,,27590
851,27590,27630,5,22954,1151,false,,27640
852,27640,27680,5,24127,1196,false,,27690
853,27690,27730,5,23437,1208,false,,27740
854,27740,27770,4,18216,1250,false,,27790
855,27780,27820,5,24219,1269,false,,27840
856,27830,27870,5,23207,1055,false,,27880
857,27880,27920,5,23391,1090,false,,27930
858,27930,27970,5,22839,1064,false,,27980
859,27980,28020,5,22678,1042,false,,28030
860,28030,28070,5,22218,1035,false,,28080
861,28080,28130,6,27255,1194,false,,28140
862,28140,28180,5,22218,1171,false,,28190
863,28190,28230,5,22011,1119,false,,28240
864,28240,28280,5,22517,1075,false,,28290
865,28290,28330,5,22195,1081,false,,28341
866,28341,28380,5,22586,1048,false,,28390
867,28390,28430,5,22264,1259,false,,28450
868,28440,28490,6,27600,1220,false,,28500
869,28500,28540,5,20171,1089,false,,28550
870,28550,28590,5,22080,1048,false,,28600
