# T1(b) -- LWM-PASS LEDGER (coordinate last half). DERIVED (R3.3).
# BUILDER: spec356c-targets.sh -- SPEC-356c R3.4's ONE target builder, committed before the data.
# SUBJECT: spec356c-long-r2.prune.csv    PRIOR-DURATION ARM: spec356-long.prune.csv
# STATUS:  replicate target table (R3.3). It is an OBSERVATION accompanying the frozen
#   classification and is read by no limb, step or slot.
# NOT A PREDICATE: this builder computes no predicate term, reads no threshold, decides nothing
#   and emits no verdict; it alters no Step, threshold, ordering or conditional. A column it
#   cannot compute is emitted EMPTY and never a substitute.
# NO FIT: no OLS fit, no slope, no standard error, no r2, no alpha, no t-statistic and no
#   significance claim is computed on any series in this file.
# (C1) SAMPLED, NOT EVENT-DRIVEN: the ledger scrapes every 10 s while LWM advances ~31 s apart,
#   so every 'at the moment LWM passes' reading here is THE FIRST SCRAPE AT OR AFTER the
#   advance -- a BUCKET, not an instant, carrying up to one cadence of lag.
# (C2) THE ADJ-7 BOUNDARY IS NOT CROSSED: eligible_refs (L) and ineligible_refs (P) are
#   PRE-drain; indexed_refs is POST-drain. No ratio is taken across that boundary anywhere in
#   this file, and the prohibited ratios P/indexed_refs and L/indexed_refs appear NOWHERE.
# (C3) MULTI-EVENT BUCKETS ARE REPORTED, NEVER SMOOTHED: a 10 s bucket carrying more than one
#   event does not separate into its events; the per-bucket event count is published
#   explicitly and is NEVER averaged into a per-event figure.
# UNITS DIFFER ON PURPOSE AND ARE NOT RECONCILED: indexed_refs is a REF COUNT, tombstone_bytes
#   is BYTES. No bytes-per-ref constant is assumed, fitted or implied anywhere in this file.
# The first non-'#' line below is the column header; every line after it is a data row.
# WINDOW: the COORDINATE LAST HALF -- rows whose elapsed_secs EXCEEDS the full ledger's elapsed
#   midpoint. One record per row i of that window at which topgun_or_prune_low_water_mark STRICTLY
#   INCREASES relative to row i-1. Row i-1 is the LEDGER's immediately preceding row, which for the
#   window's first row lies just outside the window; that is the literal reading of R3's derivation
#   and it is what makes the predicate defined for every row of the window.
# WHAT THIS LEDGER ANSWERS: what the AGGREGATE index looked like as the LWM walked past. WHAT IT
#   CANNOT DISTINGUISH: "epoch e's refs were never indexed" from "they were indexed and left the index
#   earlier". T1(a) -- per-epoch index membership -- is OUT-OF-SCOPE (a per-epoch labelled emission on
#   the prune path is a .rs change R0.4 forbids categorically); owner TODO-634. THIS TABLE IS NOT ITS
#   ANSWER and hypothesis (a) is addressed in DIRECTION ONLY.
# refs_per_indexed_epoch IS A MEAN OVER THE INDEX, NOT A PER-EPOCH VALUE. It is indexed_refs divided
#   by indexed_epochs, and it is EMPTY when indexed_epochs = 0.
# EVENTS_IN_BUCKET (C3) is the number of LWM ADVANCE EVENTS attributable to this bucket, read as the
#   delta of topgun_or_prune_lwm_advances_total across (i-1, i]. It is published, never averaged.
#   epochs_passed (lwm_after - lwm_before) is published beside it and is not assumed to be 1.
# The d_*_since_prev_pass columns are deltas since the PREVIOUS ROW OF THIS TABLE (the previous
#   LWM-pass bucket), exact between the two SAMPLED instants. On the first row of the table there is
#   no previous pass, so all three are EMPTY -- never zero, never a substitute.
# T1(b) AND T5 ARE ONE OBSERVATION REACHED BY TWO ROUTES wherever current_epoch == low_water_mark:
#   this table's rows are a PROJECTION of T5's epoch rows, and agreement between the two is a
#   RESTATEMENT, NOT CORROBORATION. The measured equality rate for this replicate is published in the
#   header of the t5-fate table.
t_secs,lwm_before,lwm_after,epochs_passed,current_epoch,indexed_refs,indexed_epochs,refs_per_indexed_epoch,eligible_refs,ineligible_refs,d_tombstone_bytes_since_prev_pass,d_bytes_freed_since_prev_pass,d_nonempty_drains_since_prev_pass,EVENTS_IN_BUCKET
16071,513,514,1,514,1091,2,545.500000,0,1034,22678,0,0,1
16100,514,515,1,515,1044,2,522.000000,0,1032,21896,0,0,1
16130,515,516,1,516,1035,2,517.500000,0,1007,22816,0,0,1
16170,516,517,1,517,1356,2,678.000000,0,1132,30360,0,0,1
16200,517,518,1,518,1338,2,669.000000,0,1021,22586,0,0,1
16230,518,519,1,519,1174,2,587.000000,0,1001,19228,0,0,1
16260,519,520,1,520,1166,2,583.000000,0,1070,22816,0,0,1
16290,520,521,1,521,1108,2,554.000000,0,1043,21666,0,0,1
16320,521,522,1,522,1091,2,545.500000,0,1028,22609,0,0,1
16360,522,523,1,523,1427,2,713.500000,0,1076,30728,0,0,1
16390,523,524,1,524,1408,2,704.000000,0,1060,22563,0,0,1
16420,524,525,1,525,1354,2,677.000000,0,1037,21758,0,0,1
16450,525,526,1,526,1337,2,668.500000,0,1095,22609,0,0,1
16480,526,527,1,527,1291,2,645.500000,0,1067,21942,0,0,1
16510,527,528,1,528,1160,2,580.000000,0,1052,19987,0,0,1
16540,528,529,1,529,1110,2,555.000000,0,1044,21850,0,0,1
16570,529,530,1,530,1098,2,549.000000,0,1012,22724,0,0,1
16601,530,531,1,531,1087,2,543.500000,0,1016,22747,0,0,1
16640,531,532,1,532,1429,2,714.500000,0,1067,30866,0,0,1
16670,532,533,1,533,1375,2,687.500000,0,1052,21758,0,0,1
16700,533,534,1,534,1362,2,681.000000,0,1027,22701,0,0,1
16730,534,535,1,535,1343,2,671.500000,0,1098,22563,0,0,1
16760,535,536,1,536,1293,2,646.500000,0,1059,21850,0,0,1
16790,536,537,1,537,1266,2,633.000000,0,1025,22379,0,0,1
16820,537,538,1,538,1091,2,545.500000,0,1073,18975,0,0,1
16850,538,539,1,539,1064,2,532.000000,0,1030,22379,0,0,1
16890,539,540,1,540,1403,2,701.500000,0,1020,30820,0,0,1
16920,540,541,1,541,1386,2,693.000000,0,1067,22586,0,0,1
16950,541,542,1,542,1322,2,661.000000,0,1060,21551,0,0,1
16980,542,543,1,543,1309,2,654.500000,0,1024,22678,0,0,1
17010,543,544,1,544,1253,2,626.500000,0,1084,21712,0,0,1
17040,544,545,1,545,1228,2,614.000000,0,1046,22425,0,0,1
17070,545,546,1,546,1172,2,586.000000,0,1012,21712,0,0,1
17100,546,547,1,547,1167,2,583.500000,0,1004,22885,0,0,1
17140,547,548,1,548,1374,2,687.000000,0,1064,27761,0,0,1
17170,548,549,1,549,1358,2,679.000000,0,1052,22632,0,0,1
17200,549,550,1,550,1290,2,645.000000,0,1013,21459,0,0,1
17230,550,551,1,551,1266,2,633.000000,0,1066,22425,0,0,1
17260,551,552,1,552,1255,2,627.500000,0,1038,22747,0,0,1
17290,552,553,1,553,1187,2,593.500000,0,1016,21436,0,0,1
17320,553,554,1,554,1156,2,578.000000,0,1052,22287,0,0,1
17350,554,555,1,555,1089,2,544.500000,0,1011,21459,0,0,1
17390,555,556,1,556,1439,2,719.500000,0,1055,31050,0,0,1
17420,556,557,1,557,1254,2,627.000000,0,1018,18745,0,0,1
17450,557,558,1,558,1248,2,624.000000,0,1013,22862,0,0,1
17480,558,559,1,559,1191,2,595.500000,0,1063,21689,0,0,1
17510,559,560,1,560,1193,2,596.500000,0,1061,23046,0,0,1
17540,560,561,1,561,1138,2,569.000000,0,1031,21735,0,0,1
17570,561,562,1,562,1120,2,560.000000,0,1018,22586,0,0,1
17600,562,563,1,563,1100,2,550.000000,0,1068,22540,0,0,1
17630,563,564,1,564,1033,2,516.500000,0,1025,21459,0,0,1
17660,564,565,1,565,1011,2,505.500000,0,1008,22517,0,0,1
17700,565,566,1,566,1350,2,675.000000,0,1057,30774,0,0,1
17730,566,567,1,567,1202,2,601.000000,0,1028,19596,0,0,1
17760,567,568,1,568,1147,2,573.500000,0,1072,21735,0,0,1
17790,568,569,1,569,1146,2,573.000000,0,1079,22977,0,0,1
17820,569,570,1,570,1073,2,536.500000,0,1025,21321,0,0,1
17850,570,571,1,571,1060,2,530.000000,0,1018,22701,0,0,1
17890,571,572,1,572,1385,2,692.500000,0,1055,30498,0,0,1
17920,572,573,1,573,1372,2,686.000000,0,1126,22678,0,0,1
17950,573,574,1,574,1310,2,655.000000,0,1009,21574,0,0,1
17980,574,575,1,575,1269,2,634.500000,0,1038,22057,0,0,1
18010,575,576,1,576,1093,2,546.500000,0,1017,18952,0,0,1
18040,576,577,1,577,1068,2,534.000000,0,1046,22425,0,0,1
18080,577,578,1,578,1412,2,706.000000,0,1038,30912,0,0,1
18110,578,579,1,579,1387,2,693.500000,0,1008,22448,0,0,1
18140,579,580,1,580,1312,2,656.000000,0,1070,21275,0,0,1
18170,580,581,1,581,1304,2,652.000000,0,1037,22793,0,0,1
18200,581,582,1,582,1270,2,635.000000,0,1080,22218,0,0,1
18230,582,583,1,583,1212,2,606.000000,0,1049,21689,0,0,1
18260,583,584,1,584,1180,2,590.000000,0,1003,22241,0,0,1
18290,584,585,1,585,1121,2,560.500000,0,1065,21643,0,0,1
18330,585,586,1,586,1361,2,680.500000,0,1020,28543,0,0,1
18360,586,587,1,587,1305,2,652.500000,0,1011,21689,0,0,1
18390,587,588,1,588,1294,2,647.000000,0,1058,22747,0,0,1
18420,588,589,1,589,1227,2,613.500000,0,1038,21459,0,0,1
18450,589,590,1,590,1196,2,598.000000,0,1075,22333,0,0,1
18480,590,591,1,591,1127,2,563.500000,0,1053,21367,0,0,1
18510,591,592,1,592,1102,2,551.000000,0,1015,22448,0,0,1
18540,592,593,1,593,1095,2,547.500000,0,1060,22816,0,0,1
18580,593,594,1,594,1430,2,715.000000,0,1056,30728,0,0,1
18600,594,595,1,595,1008,2,504.000000,0,1005,13271,0,0,1
18640,595,596,1,596,1210,2,605.000000,0,1061,27646,0,0,1
18670,596,597,1,597,1182,2,591.000000,0,1022,22356,0,0,1
18700,597,598,1,598,1117,2,558.500000,0,1006,21505,0,0,1
18730,598,599,1,599,1094,2,547.000000,0,1049,22471,0,0,1
18760,599,600,1,600,1026,2,513.000000,0,1021,21436,0,0,1
18800,600,601,1,601,1383,2,691.500000,0,1053,31211,0,0,1
18830,601,602,1,602,1319,2,659.500000,0,1114,21528,0,0,1
18860,602,603,1,603,1301,2,650.500000,0,1004,22609,0,0,1
18890,603,604,1,604,1213,2,606.500000,0,1019,20976,0,0,1
18920,604,605,1,605,1166,2,583.000000,0,1072,21919,0,0,1
18950,605,606,1,606,1124,2,562.000000,0,1016,22011,0,0,1
18990,606,607,1,607,1438,2,719.000000,0,1059,30222,0,0,1
19010,607,608,1,608,1025,2,512.500000,0,1019,13501,0,0,1
19050,608,609,1,609,1336,2,668.000000,0,1011,30176,0,0,1
19080,609,610,1,610,1280,2,640.000000,0,1007,21689,0,0,1
19110,610,611,1,611,1199,2,599.500000,0,1055,21137,0,0,1
19140,611,612,1,612,1165,2,582.500000,0,1006,22218,0,0,1
19170,612,613,1,613,1106,2,553.000000,0,1044,21643,0,0,1
19200,613,614,1,614,1074,2,537.000000,0,1025,22264,0,0,1
19240,614,615,1,615,1261,2,630.500000,0,1032,27301,0,0,1
19270,615,616,1,616,1243,2,621.500000,0,1017,22586,0,0,1
19300,616,617,1,617,1183,2,591.500000,0,1060,21620,0,0,1
19330,617,618,1,618,1130,2,565.000000,0,1020,21781,0,0,1
19360,618,619,1,619,1092,2,546.000000,0,1046,22126,0,0,1
19400,619,620,1,620,1387,2,693.500000,0,1007,29785,0,0,1
19430,620,621,1,621,1344,2,672.000000,0,1033,22034,0,0,1
19460,621,622,1,622,1279,2,639.500000,0,1082,21482,0,0,1
19490,622,623,1,623,1226,2,613.000000,0,1005,21781,0,0,1
19520,623,624,1,624,1018,2,509.000000,0,1012,18239,0,0,1
19560,624,625,1,625,1382,2,691.000000,0,1061,31349,0,0,1
19590,625,626,1,626,1304,2,652.000000,0,1018,21206,0,0,1
19620,626,627,1,627,1261,2,630.500000,0,1069,22011,0,0,1
19650,627,628,1,628,1189,2,594.500000,0,1005,21367,0,0,1
19680,628,629,1,629,1156,2,578.000000,0,1061,22218,0,0,1
19710,629,630,1,630,1086,2,543.000000,0,1012,21390,0,0,1
19740,630,631,1,631,1066,2,533.000000,0,1003,22540,0,0,1
19780,631,632,1,632,1373,2,686.500000,0,1031,30061,0,0,1
19810,632,633,1,633,1207,2,603.500000,0,1065,19182,0,0,1
19840,633,634,1,634,1174,2,587.000000,0,1010,22241,0,0,1
19870,634,635,1,635,1099,2,549.500000,0,1039,21275,0,0,1
19900,635,636,1,636,1068,2,534.000000,0,1014,22287,0,0,1
19940,636,637,1,637,1379,2,689.500000,0,1050,30153,0,0,1
19970,637,638,1,638,1342,2,671.000000,0,1018,22149,0,0,1
20000,638,639,1,639,1275,2,637.500000,0,1047,21459,0,0,1
20030,639,640,1,640,1210,2,605.000000,0,1063,21505,0,0,1
20060,640,641,1,641,1137,2,568.500000,0,1008,21321,0,0,1
20090,641,642,1,642,1112,2,556.000000,0,1076,22425,0,0,1
20130,642,643,1,643,1299,2,649.500000,0,1066,27301,0,0,1
20160,643,644,1,644,1269,2,634.500000,0,1040,22310,0,0,1
20190,644,645,1,645,1173,2,586.500000,0,1045,20815,0,0,1
20220,645,646,1,646,1114,2,557.000000,0,1043,21620,0,0,1
20251,646,647,1,647,1088,2,544.000000,0,1021,22402,0,0,1
20290,647,648,1,648,1369,2,684.500000,0,1033,29463,0,0,1
20320,648,649,1,649,1293,2,646.500000,0,1075,21252,0,0,1
20350,649,650,1,650,1246,2,623.000000,0,1010,21919,0,0,1
20380,650,651,1,651,1205,2,602.500000,0,1051,22080,0,0,1
20410,651,652,1,652,1104,2,552.000000,0,1014,20654,0,0,1
20440,652,653,1,653,1065,2,532.500000,0,1059,22103,0,0,1
20480,653,654,1,654,1371,2,685.500000,0,1006,30038,0,0,1
20510,654,655,1,655,1313,2,656.500000,0,1103,21689,0,0,1
20540,655,656,1,656,1236,2,618.000000,0,1054,21206,0,0,1
20570,656,657,1,657,1197,2,598.500000,0,1068,22103,0,0,1
20600,657,658,1,658,1125,2,562.500000,0,1036,21344,0,0,1
20630,658,659,1,659,1063,2,531.500000,0,1045,21597,0,0,1
20670,659,660,1,660,1350,2,675.000000,0,1012,29578,0,0,1
20700,660,661,1,661,1313,2,656.500000,0,1022,22149,0,0,1
20730,661,662,1,662,1098,2,549.000000,0,1043,18055,0,0,1
20770,662,663,1,663,1432,2,716.000000,0,1071,30705,0,0,1
20800,663,664,1,664,1346,2,673.000000,0,1019,20999,0,0,1
20830,664,665,1,665,1306,2,653.000000,0,1047,22080,0,0,1
20860,665,666,1,666,1218,2,609.000000,0,1069,20976,0,0,1
20890,666,667,1,667,1160,2,580.000000,0,1008,21689,0,0,1
20920,667,668,1,668,1088,2,544.000000,0,1005,21321,0,0,1
20960,668,669,1,669,1317,2,658.500000,0,1062,28290,0,0,1
20990,669,670,1,670,1281,2,640.500000,0,1071,22172,0,0,1
21020,670,671,1,671,1074,2,537.000000,0,1060,18239,0,0,1
21061,671,672,1,672,1413,2,706.500000,0,1076,30774,0,0,1
21090,672,673,1,673,1325,2,662.500000,0,1033,20976,0,0,1
21120,673,674,1,674,1289,2,644.500000,0,1061,22172,0,0,1
21150,674,675,1,675,1190,2,595.000000,0,1017,20723,0,0,1
21180,675,676,1,676,1144,2,572.000000,0,1032,21942,0,0,1
21220,676,677,1,677,1439,2,719.500000,0,1070,29785,0,0,1
21240,677,678,1,678,1008,2,504.000000,0,1002,13087,0,0,1
21280,678,679,1,679,1311,2,655.500000,0,1130,30015,0,0,1
21310,679,680,1,680,1146,2,573.000000,0,1051,19159,0,0,1
21350,680,681,1,681,1430,2,715.000000,0,1058,29532,0,0,1
21380,681,682,1,682,1380,2,690.000000,0,1024,21850,0,0,1
21410,682,683,1,683,1271,2,635.500000,0,1021,20493,0,0,1
21440,683,684,1,684,1227,2,613.500000,0,1056,21988,0,0,1
21470,684,685,1,685,1188,2,594.000000,0,1006,22103,0,0,1
21500,685,686,1,686,1105,2,552.500000,0,1034,21137,0,0,1
21530,686,687,1,687,1051,2,525.500000,0,1041,21735,0,0,1
21570,687,688,1,688,1340,2,670.000000,0,1007,29647,0,0,1
21600,688,689,1,689,1289,2,644.500000,0,1008,21804,0,0,1
21630,689,690,1,690,1104,2,552.000000,0,1034,18745,0,0,1
21660,690,691,1,691,1041,2,520.500000,0,1035,21551,0,0,1
21700,691,692,1,692,1336,2,668.000000,0,1143,29785,0,0,1
21730,692,693,1,693,1284,2,642.000000,0,1004,21827,0,0,1
21760,693,694,1,694,1191,2,595.500000,0,1012,20861,0,0,1
21790,694,695,1,695,1138,2,569.000000,0,1034,21758,0,0,1
21820,695,696,1,696,1059,2,529.500000,0,1057,21183,0,0,1
21860,696,697,1,697,1366,2,683.000000,0,1002,30084,0,0,1
21890,697,698,1,698,1273,2,636.500000,0,1006,20838,0,0,1
21920,698,699,1,699,1089,2,544.500000,0,1015,18768,0,0,1
21960,699,700,1,700,1377,2,688.500000,0,1016,29624,0,0,1
21990,700,701,1,701,1336,2,668.000000,0,1057,22080,0,0,1
22020,701,702,1,702,1236,2,618.000000,0,1057,20677,0,0,1
22050,702,703,1,703,1187,2,593.500000,0,1018,21873,0,0,1
22080,703,704,1,704,1141,2,570.500000,0,1032,21965,0,0,1
22110,704,705,1,705,1039,2,519.500000,0,1029,20631,0,0,1
22150,705,706,1,706,1387,2,693.500000,0,1081,31004,0,0,1
22180,706,707,1,707,1268,2,634.000000,0,1067,20286,0,0,1
22210,707,708,1,708,1087,2,543.500000,0,1052,18837,0,0,1
22250,708,709,1,709,1340,2,670.000000,0,1033,28796,0,0,1
22280,709,710,1,710,1276,2,638.000000,0,1056,21528,0,0,1
22310,710,711,1,711,1168,2,584.000000,0,1046,20516,0,0,1
22340,711,712,1,712,1117,2,558.500000,0,1075,21850,0,0,1
22370,712,713,1,713,1024,2,512.000000,0,1012,20838,0,0,1
22410,713,714,1,714,1350,2,675.000000,0,1039,30521,0,0,1
22440,714,715,1,715,1263,2,631.500000,0,1042,20976,0,0,1
22470,715,716,1,716,1227,2,613.500000,0,1098,22172,0,0,1
22500,716,717,1,717,1117,2,558.500000,0,1008,20470,0,0,1
22540,717,718,1,718,1307,2,653.500000,0,1091,27370,0,0,1
22570,718,719,1,719,1207,2,603.500000,0,1021,20700,0,0,1
22600,719,720,1,720,1146,2,573.000000,0,1008,21597,0,0,1
22630,720,721,1,721,1089,2,544.500000,0,1050,21712,0,0,1
22670,721,722,1,722,1365,2,682.500000,0,1049,29325,0,0,1
22701,722,723,1,723,1309,2,654.500000,0,1071,21712,0,0,1
22730,723,724,1,724,1202,2,601.000000,0,1066,20539,0,0,1
22760,724,725,1,725,1126,2,563.000000,0,1002,21252,0,0,1
22800,725,726,1,726,1407,2,703.500000,0,1075,29463,0,0,1
22830,726,727,1,727,1232,2,616.000000,0,1008,18998,0,0,1
22860,727,728,1,728,1130,2,565.000000,0,1010,20631,0,0,1
22890,728,729,1,729,1085,2,542.500000,0,1043,21965,0,0,1
22930,729,730,1,730,1362,2,681.000000,0,1057,29371,0,0,1
22960,730,731,1,731,1304,2,652.000000,0,1076,21666,0,0,1
22990,731,732,1,732,1202,2,601.000000,0,1001,20654,0,0,1
23020,732,733,1,733,1147,2,573.500000,0,1076,21735,0,0,1
23050,733,734,1,734,1046,2,523.000000,0,1026,20677,0,0,1
23090,734,735,1,735,1357,2,678.500000,0,1020,30153,0,0,1
23120,735,736,1,736,1169,2,584.500000,0,1012,18676,0,0,1
23150,736,737,1,737,1103,2,551.500000,0,1001,21482,0,0,1
23180,737,738,1,738,1021,2,510.500000,0,1013,21114,0,0,1
23220,738,739,1,739,1290,2,645.000000,0,1015,29187,0,0,1
23250,739,740,1,740,1228,2,614.000000,0,1024,21574,0,0,1
23280,740,741,1,741,1131,2,565.500000,0,1026,20769,0,0,1
23310,741,742,1,742,1070,2,535.000000,0,1050,21620,0,0,1
23350,742,743,1,743,1329,2,664.500000,0,1045,28934,0,0,1
23380,743,744,1,744,1258,2,629.000000,0,1045,21390,0,0,1
23410,744,745,1,745,1067,2,533.500000,0,1048,18584,0,0,1
23450,745,746,1,746,1366,2,683.000000,0,1132,29877,0,0,1
23480,746,747,1,747,1265,2,632.500000,0,1052,20677,0,0,1
23510,747,748,1,748,1209,2,604.500000,0,1055,21735,0,0,1
23540,748,749,1,749,1114,2,557.000000,0,1006,20792,0,0,1
23580,749,750,1,750,1387,2,693.500000,0,1050,29279,0,0,1
23610,750,751,1,751,1297,2,648.500000,0,1074,20930,0,0,1
23640,751,752,1,752,1236,2,618.000000,0,1074,21620,0,0,1
23670,752,753,1,753,1112,2,556.000000,0,1008,20148,0,0,1
23710,753,754,1,754,1288,2,644.000000,0,1048,27048,0,0,1
